,hippieName,entry,geneID
598,RUFY3_HUMAN,Q7L099,22902;
599,MST4_HUMAN,Q9P289,51765;
600,CCD57_HUMAN,Q2TAC2,284001;
601,RN165_HUMAN,Q6ZSG1,494470;
602,CO2_HUMAN,P06681,717;
603,GRHL3_HUMAN,Q8TE85,57822;
604,SRSF8_HUMAN,Q9BRL6,10929;
605,GLCM_HUMAN,P04062,2629;
606,OX2G_HUMAN,P41217,4345;
607,MTD2L_HUMAN,Q9H903,441024;
608,ILF3_HUMAN,Q12906,3609;
609,OR3A1_HUMAN,P47881,4994;
610,RB12B_HUMAN,Q8IXT5,389677;
611,FIL1L_HUMAN,Q4L180,11259;
612,NUBP2_HUMAN,Q9Y5Y2,10101;
613,KI2L2_HUMAN,P43627,3803;
614,GAR1_HUMAN,Q9NY12,54433;
615,FBX38_HUMAN,Q6PIJ6,81545;
616,UCP1_HUMAN,P25874,7350;
617,AP1G1_HUMAN,O43747,164;
618,C42S2_HUMAN,Q9NRR3,56990;
619,F186A_HUMAN,A6NE01,121006;
620,OR6J1_HUMAN,Q8NGC5,
621,T22D4_HUMAN,Q9Y3Q8,81628;
622,SPR2E_HUMAN,P22531,6704;
623,NT5D2_HUMAN,Q9H857,64943;
624,CPVL_HUMAN,Q9H3G5,54504;
625,GRM2_HUMAN,Q14416,2912;
626,GRPE1_HUMAN,Q9HAV7,80273;
627,ZN425_HUMAN,Q6IV72,155054;
628,WWC2_HUMAN,Q6AWC2,80014;
629,ACD_HUMAN,Q96AP0,65057;
630,MBPHL_HUMAN,A2RUH7,343263;
631,TEKT2_HUMAN,Q9UIF3,27285;
632,ST14_HUMAN,Q9Y5Y6,6768;
633,TSN12_HUMAN,O95859,23554;
634,GDF5O_HUMAN,Q5U4N7,
635,PSA6_HUMAN,P60900,5687;
636,GLP2R_HUMAN,O95838,9340;
637,H14_HUMAN,P10412,3008;
638,ECHD1_HUMAN,Q9NTX5,55862;
639,SELW_HUMAN,P63302,6415;
640,HXB7_HUMAN,P09629,3217;
641,RBM46_HUMAN,Q8TBY0,166863;
642,TGON2_HUMAN,O43493,10618;
643,FCGR1_HUMAN,P12314,2209;
644,CHD2_HUMAN,O14647,1106;
645,KLH32_HUMAN,Q96NJ5,114792;
646,MSMO1_HUMAN,Q15800,6307;
647,NMUR2_HUMAN,Q9GZQ4,56923;
648,THAP8_HUMAN,Q8NA92,199745;
649,FRP2L_HUMAN,Q6IN97,
650,SPT16_HUMAN,Q9BXB7,83893;
651,MMP23_HUMAN,O75900,8510;
652,NEUL4_HUMAN,Q96JN8,84461;
653,HEAT4_HUMAN,Q86WZ0,399671;
654,GUC2A_HUMAN,Q02747,2980;
655,JUNB_HUMAN,P17275,3726;
656,ZN177_HUMAN,Q13360,100529215;7730;
657,ZFP30_HUMAN,Q9Y2G7,22835;
658,AJAP1_HUMAN,Q9UKB5,55966;
659,ZN649_HUMAN,Q9BS31,65251;
660,FHR2_HUMAN,P36980,3080;
661,GPR84_HUMAN,Q9NQS5,53831;
662,IFI44_HUMAN,Q8TCB0,10561;
663,NREP_HUMAN,Q16612,9315;
664,C5AR_HUMAN,P21730,728;
665,KCNC4_HUMAN,Q03721,3749;
666,NHSL2_HUMAN,Q5HYW2,340527;
667,CKS1_HUMAN,P61024,1163;
668,DUS11_HUMAN,O75319,8446;
669,FA46B_HUMAN,Q96A09,115572;
670,BIEA_HUMAN,P53004,644;
671,RNZ1_HUMAN,Q9H777,55520;
672,LUM_HUMAN,P51884,4060;
673,C560_HUMAN,Q99643,6391;
674,ZN717_HUMAN,Q9BY31,
675,PPLA_HUMAN,P26678,5350;
676,AIFM3_HUMAN,Q96NN9,150209;
677,TDG_HUMAN,Q13569,6996;
678,ID2_HUMAN,Q02363,3398;
679,DHX16_HUMAN,O60231,8449;
680,ZN845_HUMAN,Q96IR2,91664;
681,ANPRB_HUMAN,P20594,4882;
682,FPR2_HUMAN,P25090,2358;
683,TIM13_HUMAN,Q9Y5L4,26517;
684,LAMP1_HUMAN,P11279,3916;
685,CERS5_HUMAN,Q8N5B7,91012;
686,SRBP2_HUMAN,Q12772,6721;
687,TBB2A_HUMAN,Q13885,7280;
688,PP2BB_HUMAN,P16298,5532;
689,K0355_HUMAN,O15063,9710;
690,RMI2_HUMAN,Q96E14,116028;
691,NCKX6_HUMAN,Q6J4K2,80024;
692,WNT8A_HUMAN,Q9H1J5,7478;
693,CETN1_HUMAN,Q12798,1068;
694,YETS2_HUMAN,Q9ULM3,55689;
695,S2541_HUMAN,Q8N5S1,284427;
696,NUDT4_HUMAN,Q9NZJ9,11163;
697,AL2CL_HUMAN,Q60I27,259173;
698,ADIPO_HUMAN,Q15848,9370;
699,ZC12A_HUMAN,Q5D1E8,80149;
700,ORN_HUMAN,Q9Y3B8,25996;
701,T2AG_HUMAN,P52657,2958;
702,AMHR2_HUMAN,Q16671,269;
703,CT452_HUMAN,Q5DJT8,102723680;102723737;728911;
704,SIX6_HUMAN,O95475,4990;
705,PKN1_HUMAN,Q16512,5585;
706,MARK1_HUMAN,Q9P0L2,4139;
707,DCOR_HUMAN,P11926,4953;
708,INSL5_HUMAN,Q9Y5Q6,10022;
709,CHST1_HUMAN,O43916,8534;
710,QPCTL_HUMAN,Q9NXS2,54814;
711,DPS1_HUMAN,Q5T2R2,23590;
712,PRCM_HUMAN,Q96EM0,112849;
713,HDA10_HUMAN,Q969S8,83933;
714,DDX18_HUMAN,Q9NVP1,8886;
715,WDR69_HUMAN,Q8N136,164781;
716,FA47B_HUMAN,Q8NA70,170062;
717,FUBP3_HUMAN,Q96I24,8939;
718,RL35_HUMAN,P42766,11224;
719,TPGS1_HUMAN,Q6ZTW0,91978;
720,NKG2A_HUMAN,P26715,3821;
721,UB2V2_HUMAN,Q15819,7336;
722,MORN2_HUMAN,Q502X0,729967;
723,NMI_HUMAN,Q13287,9111;
724,HDAC8_HUMAN,Q9BY41,55869;
725,CSKP_HUMAN,O14936,8573;
726,SH2D5_HUMAN,Q6ZV89,400745;
727,MMTA2_HUMAN,Q9BU76,79169;
728,KCNE1_HUMAN,P15382,3753;
729,RDH1_HUMAN,Q92781,5959;
730,CARD8_HUMAN,Q9Y2G2,22900;
731,MRC2_HUMAN,Q9UBG0,9902;
732,1433B_HUMAN,P31946,7529;
733,IFRD1_HUMAN,O00458,3475;
734,PHF12_HUMAN,Q96QT6,57649;
735,SYCP3_HUMAN,Q8IZU3,50511;
736,LZTS1_HUMAN,Q9Y250,11178;
737,K1H1_HUMAN,Q15323,3881;
738,MBD3_HUMAN,O95983,53615;
739,LNX2_HUMAN,Q8N448,222484;
740,ZFYV9_HUMAN,O95405,9372;
741,PITX2_HUMAN,Q99697,5308;
742,CCNF_HUMAN,P41002,899;
743,ANKH_HUMAN,Q9HCJ1,56172;
744,TFEB_HUMAN,P19484,7942;
745,CC136_HUMAN,Q96JN2,64753;
746,HBEGF_HUMAN,Q99075,1839;
747,CROCC_HUMAN,Q5TZA2,9696;
748,UBP31_HUMAN,Q70CQ4,57478;
749,SPRR4_HUMAN,Q96PI1,163778;
750,DC1L2_HUMAN,O43237,1783;
751,H33_HUMAN,P84243,3020;3021;
752,MCMBP_HUMAN,Q9BTE3,79892;
753,LAIR1_HUMAN,Q6GTX8,3903;
754,AMP1D_HUMAN,Q6UB28,254042;
755,ERLN2_HUMAN,O94905,11160;
756,LPPR2_HUMAN,Q96GM1,64748;
757,PP12C_HUMAN,Q9BZL4,54776;
758,TLR4_HUMAN,O00206,7099;
759,FGFP1_HUMAN,Q14512,9982;
760,KHDR3_HUMAN,O75525,10656;
761,FA49B_HUMAN,Q9NUQ9,51571;
762,PACN3_HUMAN,Q9UKS6,29763;
763,TM175_HUMAN,Q9BSA9,84286;
764,RARG_HUMAN,P13631,5916;
765,RB3GP_HUMAN,Q15042,22930;
766,PTHD2_HUMAN,Q9P2K9,57540;
767,KCNA4_HUMAN,P22459,3739;
768,LAMA1_HUMAN,P25391,284217;
769,PHC1_HUMAN,P78364,1911;
770,PP1R7_HUMAN,Q15435,5510;
771,SIR2_HUMAN,Q8IXJ6,22933;
772,COKA1_HUMAN,Q9P218,57642;
773,PRPK_HUMAN,Q96S44,112858;
774,K1737_HUMAN,Q9C0C6,85457;
775,HBG2_HUMAN,P69892,3048;
776,OSB11_HUMAN,Q9BXB4,114885;
777,CF141_HUMAN,Q5SZD1,135398;
778,SPY2_HUMAN,O43597,10253;
779,CCR10_HUMAN,P46092,2826;
780,CD9_HUMAN,P21926,928;
781,EPN3_HUMAN,Q9H201,55040;
782,MCPH1_HUMAN,Q8NEM0,79648;
783,TMCO6_HUMAN,Q96DC7,55374;
784,PADI6_HUMAN,Q6TGC4,353238;
785,FUT10_HUMAN,Q6P4F1,84750;
786,NANO2_HUMAN,P60321,339345;
787,RBMS3_HUMAN,Q6XE24,27303;
788,SL9B2_HUMAN,Q86UD5,133308;
789,PEAK1_HUMAN,Q9H792,79834;
790,ACV1C_HUMAN,Q8NER5,130399;
791,RPGF2_HUMAN,Q9Y4G8,9693;
792,RET1G_HUMAN,Q6H3X3,353091;
793,SPC24_HUMAN,Q8NBT2,147841;
794,SC23B_HUMAN,Q15437,10483;
795,STIM2_HUMAN,Q9P246,57620;
796,PGP_HUMAN,A6NDG6,283871;
797,ANO1_HUMAN,Q5XXA6,55107;
798,IQCF2_HUMAN,Q8IXL9,389123;
799,MIMIT_HUMAN,Q8N183,91942;
800,THRB_HUMAN,P00734,2147;
801,CAP1_HUMAN,Q01518,10487;
802,RAD54_HUMAN,Q92698,8438;
803,SC5A5_HUMAN,Q92911,6528;
804,LHX4_HUMAN,Q969G2,89884;
805,CP068_HUMAN,Q9BUU2,79091;
806,ZRAB2_HUMAN,O95218,9406;
807,TRPM6_HUMAN,Q9BX84,140803;
808,UFM1_HUMAN,P61960,51569;
809,RN219_HUMAN,Q5W0B1,79596;
810,EGFL7_HUMAN,Q9UHF1,51162;
811,NSUN3_HUMAN,Q9H649,63899;
812,KAD6_HUMAN,Q9Y3D8,102157402;
813,UBD_HUMAN,O15205,10537;
814,ZMYM3_HUMAN,Q14202,9203;
815,NGAP_HUMAN,Q9UJF2,9462;
816,TAD2B_HUMAN,Q86TJ2,93624;
817,K22E_HUMAN,P35908,3849;
818,RM20_HUMAN,Q9BYC9,55052;
819,FA50A_HUMAN,Q14320,9130;
820,NYNRI_HUMAN,Q9P2P1,57523;
821,PRR11_HUMAN,Q96HE9,55771;
822,DDX20_HUMAN,Q9UHI6,11218;
823,CF058_HUMAN,Q6P5S2,352999;
824,TCAL5_HUMAN,Q5H9L2,340543;
825,CREB1_HUMAN,P16220,1385;
826,ZNF25_HUMAN,P17030,219749;
827,CP048_HUMAN,Q9H0I2,84080;
828,CQ090_HUMAN,Q5BKU9,339229;
829,I13R1_HUMAN,P78552,3597;
830,ESCO2_HUMAN,Q56NI9,157570;
831,TRUA_HUMAN,Q9Y606,80324;
832,ARHGC_HUMAN,Q9NZN5,23365;
833,SPTSA_HUMAN,Q969W0,171546;
834,SLIRP_HUMAN,Q9GZT3,81892;
835,DCC1_HUMAN,Q9BVC3,79075;
836,WDFY3_HUMAN,Q8IZQ1,23001;
837,MMP25_HUMAN,Q9NPA2,64386;
838,HDHD2_HUMAN,Q9H0R4,84064;
839,PSL4_HUMAN,Q8TCT6,121665;
840,CC026_HUMAN,Q9BQ75,84319;
841,BL1S1_HUMAN,P78537,2647;
842,VIME_HUMAN,P08670,7431;
843,L1CAM_HUMAN,P32004,3897;
844,MD2L2_HUMAN,Q9UI95,10459;
845,MOC2B_HUMAN,O96007,4338;
846,F102B_HUMAN,Q5T8I3,284611;
847,PSG3_HUMAN,Q16557,5671;
848,PRRC1_HUMAN,Q96M27,133619;
849,COMD3_HUMAN,Q9UBI1,23412;
850,FUMH_HUMAN,P07954,2271;
851,AN18A_HUMAN,Q8IVF6,253650;
852,KTHY_HUMAN,P23919,1841;
853,GCST_HUMAN,P48728,275;
854,CD1D_HUMAN,P15813,912;
855,DHR11_HUMAN,Q6UWP2,79154;
856,RSMN_HUMAN,P63162,6638;8926;
857,GPA33_HUMAN,Q99795,10223;
858,CYS1_HUMAN,Q717R9,192668;
859,NUCB2_HUMAN,P80303,4925;
860,THYG_HUMAN,P01266,7038;
861,RHOH_HUMAN,Q15669,399;
862,VWA2_HUMAN,Q5GFL6,340706;
863,GFRAL_HUMAN,Q6UXV0,389400;
864,JUN_HUMAN,P05412,3725;
865,EME2_HUMAN,A4GXA9,197342;
866,AMBN_HUMAN,Q9NP70,258;
867,NDNF_HUMAN,Q8TB73,79625;
868,FBX30_HUMAN,Q8TB52,84085;
869,SL9A4_HUMAN,Q6AI14,389015;
870,KRA13_HUMAN,Q8IUG1,81850;
871,ATF1_HUMAN,P18846,466;
872,SEPR_HUMAN,Q12884,2191;
873,TGFA1_HUMAN,Q8WUH2,9392;
874,PCDGE_HUMAN,Q9Y5G2,56103;
875,WDR88_HUMAN,Q6ZMY6,126248;
876,CF174_HUMAN,Q5TF21,387104;
877,GNPI1_HUMAN,P46926,10007;
878,DOCK8_HUMAN,Q8NF50,81704;
879,IPRI_HUMAN,Q8IWB1,85450;
880,H2A1C_HUMAN,Q93077,8334;
881,TA2R_HUMAN,P21731,6915;
882,GPAT4_HUMAN,Q86UL3,137964;
883,CL045_HUMAN,Q8N5I9,121053;
884,S2539_HUMAN,Q9BZJ4,51629;
885,RBAK_HUMAN,Q9NYW8,57786;
886,MFSD7_HUMAN,Q6UXD7,84179;
887,NOP58_HUMAN,Q9Y2X3,51602;
888,CENPV_HUMAN,Q7Z7K6,201161;
889,BYST_HUMAN,Q13895,705;
890,FRIH_HUMAN,P02794,2495;
891,SFPQ_HUMAN,P23246,6421;
892,SYUA_HUMAN,P37840,6622;
893,CYTC_HUMAN,P01034,1471;
894,SRTD2_HUMAN,Q14140,9792;
895,CHM2B_HUMAN,Q9UQN3,25978;
896,F134A_HUMAN,Q8NC44,79137;
897,SYMPK_HUMAN,Q92797,8189;
898,LICH_HUMAN,P38571,3988;
899,FBXW5_HUMAN,Q969U6,54461;
900,APOF_HUMAN,Q13790,319;
901,ZFPL1_HUMAN,O95159,7542;
902,COX3_HUMAN,P00414,4514;
903,CN176_HUMAN,P0C7T8,643382;
904,NCKP1_HUMAN,Q9Y2A7,10787;
905,CNKR3_HUMAN,Q6P9H4,154043;
906,LAMP2_HUMAN,P13473,3920;
907,DHAK_HUMAN,Q3LXA3,26007;
908,CTCF_HUMAN,P49711,10664;
909,SPTN5_HUMAN,Q9NRC6,51332;
910,E2F4_HUMAN,Q16254,1874;
911,MARHA_HUMAN,Q8NA82,162333;
912,CAMKV_HUMAN,Q8NCB2,79012;
913,LMBR1_HUMAN,Q8WVP7,64327;
914,GCYB1_HUMAN,Q02153,2983;
915,LARGE_HUMAN,O95461,9215;
916,UB2E3_HUMAN,Q969T4,10477;
917,ZN835_HUMAN,Q9Y2P0,90485;
918,ATPF2_HUMAN,Q8N5M1,91647;
919,FRMD8_HUMAN,Q9BZ67,83786;
920,VMAT2_HUMAN,Q05940,6571;
921,WDR5B_HUMAN,Q86VZ2,54554;
922,DCDC2_HUMAN,Q9UHG0,51473;
923,PAXI1_HUMAN,Q6ZW49,22976;
924,DIP2A_HUMAN,Q14689,23181;
925,PP4R2_HUMAN,Q9NY27,151987;
926,OMA1_HUMAN,Q96E52,115209;
927,ASIC2_HUMAN,Q16515,40;
928,PIGP_HUMAN,P57054,51227;
929,U119A_HUMAN,Q13432,9094;
930,F124B_HUMAN,Q9H5Z6,79843;
931,MDR3_HUMAN,P21439,5244;
932,TYB4Y_HUMAN,O14604,9087;
933,ZFY26_HUMAN,Q68DK2,23503;
934,CNPY2_HUMAN,Q9Y2B0,10330;
935,E2AK1_HUMAN,Q9BQI3,27102;
936,PARVA_HUMAN,Q9NVD7,55742;
937,FADS6_HUMAN,Q8N9I5,283985;
938,TBD2A_HUMAN,Q9BYX2,55357;
939,CYTSB_HUMAN,Q5M775,92521;
940,T53G5_HUMAN,Q9Y2B4,27296;
941,FBW12_HUMAN,Q6X9E4,285231;
942,PRIC2_HUMAN,Q7Z3G6,166336;
943,HS902_HUMAN,Q14568,
944,RIC8A_HUMAN,Q9NPQ8,60626;
945,TR10C_HUMAN,O14798,8794;
946,K1109_HUMAN,Q2LD37,84162;
947,FBLN7_HUMAN,Q53RD9,129804;
948,MYLIP_HUMAN,Q8WY64,29116;
949,IPKG_HUMAN,Q9Y2B9,11142;
950,CF099_HUMAN,Q4VX62,
951,PAR2_HUMAN,P55085,2150;
952,TMM68_HUMAN,Q96MH6,137695;
953,RPAC2_HUMAN,P0DPB6,51082;
954,MS18B_HUMAN,O43482,11339;
955,RB39A_HUMAN,Q14964,54734;
956,AN36B_HUMAN,Q8N2N9,57730;
957,NEDD1_HUMAN,Q8NHV4,121441;
958,USBP1_HUMAN,Q8N6Y0,83878;
959,B3GN4_HUMAN,Q9C0J1,79369;
960,L2GL1_HUMAN,Q15334,3996;
961,OR1E2_HUMAN,P47887,8388;
962,CBX1_HUMAN,P83916,10951;
963,MTND_HUMAN,Q9BV57,55256;
964,RGDSR_HUMAN,Q8IZJ4,266747;
965,SRC8_HUMAN,Q14247,2017;
966,RAMP1_HUMAN,O60894,10267;
967,FBX34_HUMAN,Q9NWN3,55030;
968,HAS1_HUMAN,Q92839,3036;
969,ACTB_HUMAN,P60709,60;
970,SPRL1_HUMAN,Q14515,8404;
971,HSF2B_HUMAN,O75031,11077;
972,SUSD4_HUMAN,Q5VX71,55061;
973,DPA1_HUMAN,P20036,3113;
974,E4F1_HUMAN,Q66K89,1877;
975,POLI_HUMAN,Q9UNA4,11201;
976,ZN365_HUMAN,Q70YC5,22891;
977,PBX3_HUMAN,P40426,5090;
978,QORL1_HUMAN,O95825,9946;
979,HGB1A_HUMAN,B2RPK0,
980,AGPD1_HUMAN,A2RU49,123688;
981,KITM_HUMAN,O00142,7084;
982,TLE4_HUMAN,Q04727,7091;
983,K1C39_HUMAN,Q6A163,390792;
984,BEX5_HUMAN,Q5H9J7,340542;
985,PPIP2_HUMAN,Q9H939,9050;
986,GOGA2_HUMAN,Q08379,2801;
987,LRP4_HUMAN,O75096,4038;
988,IGHE_HUMAN,P01854,
989,PCDH8_HUMAN,O95206,5100;
990,RL15_HUMAN,P61313,6138;
991,CSF1R_HUMAN,P07333,1436;
992,ING3_HUMAN,Q9NXR8,54556;
993,GRB2_HUMAN,P62993,2885;
994,IRPL2_HUMAN,Q9NP60,26280;
995,TMM40_HUMAN,Q8WWA1,55287;
996,MYPT2_HUMAN,O60237,4660;
997,GGEE1_HUMAN,Q96GU1,90737;
998,COLQ_HUMAN,Q9Y215,8292;
999,6PGD_HUMAN,P52209,5226;
1000,KLHL1_HUMAN,Q9NR64,57626;
1001,NU214_HUMAN,P35658,8021;
1002,NDUA9_HUMAN,Q16795,4704;
1003,KAL1L_HUMAN,A0AUZ9,151050;
1004,NR2CA_HUMAN,Q86WQ0,126382;
1005,EGR3_HUMAN,Q06889,1960;
1006,LY66C_HUMAN,O95867,80740;
1007,EPHB3_HUMAN,P54753,2049;
1008,FA23A_HUMAN,Q5W0B7,653567;
1009,RPGR1_HUMAN,Q96KN7,57096;
1010,GGNB1_HUMAN,Q5YKI7,
1011,JAK2_HUMAN,O60674,3717;
1012,PKD2_HUMAN,Q13563,5311;
1013,TM14B_HUMAN,Q9NUH8,81853;
1014,BTBD7_HUMAN,Q9P203,55727;
1015,PORED_HUMAN,Q9H8P0,79644;
1016,ATNG_HUMAN,P54710,486;
1017,FZD9_HUMAN,O00144,8326;
1018,APOA4_HUMAN,P06727,
1019,FA50B_HUMAN,Q9Y247,26240;
1020,PPR1A_HUMAN,Q13522,5502;
1021,PTPRG_HUMAN,P23470,5793;
1022,TENS3_HUMAN,Q68CZ2,64759;
1023,LIMS1_HUMAN,P48059,3987;
1024,RIOK1_HUMAN,Q9BRS2,83732;
1025,K1C26_HUMAN,Q7Z3Y9,353288;
1026,K2C7_HUMAN,P08729,3855;
1027,TBX2_HUMAN,Q13207,6909;
1028,TSN1_HUMAN,O60635,10103;
1029,HXA13_HUMAN,P31271,3209;
1030,ERMP1_HUMAN,Q7Z2K6,79956;
1031,NEU1_HUMAN,P01178,5020;
1032,RNAS4_HUMAN,P34096,6038;
1033,PAMR1_HUMAN,Q6UXH9,25891;
1034,PA1B3_HUMAN,Q15102,5050;
1035,ASB15_HUMAN,Q8WXK1,142685;
1036,LCE3A_HUMAN,Q5TA76,353142;
1037,B2L10_HUMAN,Q9HD36,10017;
1038,BST1_HUMAN,Q10588,683;
1039,HM20A_HUMAN,Q9NP66,10363;
1040,MAGB5_HUMAN,Q9BZ81,347541;
1041,SPTA3_HUMAN,Q8NHX4,130560;
1042,CN166_HUMAN,Q9Y224,51637;
1043,MMRN2_HUMAN,Q9H8L6,79812;
1044,NFYC_HUMAN,Q13952,4802;
1045,ZBT46_HUMAN,Q86UZ6,140685;
1046,TM144_HUMAN,Q7Z5S9,55314;
1047,CT094_HUMAN,Q5VYV7,128710;
1048,OGDHL_HUMAN,Q9ULD0,55753;
1049,CSAG2_HUMAN,Q9Y5P2,389903;
1050,CN138_HUMAN,Q9H867,79609;
1051,BT3A2_HUMAN,P78410,11118;
1052,MA2B2_HUMAN,Q9Y2E5,23324;
1053,Z354A_HUMAN,O60765,6940;
1054,CD37_HUMAN,P11049,951;
1055,MIER3_HUMAN,Q7Z3K6,166968;
1056,GCM1_HUMAN,Q9NP62,8521;
1057,EAA4_HUMAN,P48664,6511;
1058,DCP1A_HUMAN,Q9NPI6,55802;
1059,TBX20_HUMAN,Q9UMR3,57057;
1060,S12A5_HUMAN,Q9H2X9,57468;
1061,CU058_HUMAN,P58505,54058;
1062,T132D_HUMAN,Q14C87,121256;
1063,AGT2_HUMAN,Q9BYV1,64902;
1064,SARM1_HUMAN,Q6SZW1,23098;
1065,LMBD1_HUMAN,Q9NUN5,55788;
1066,IL6_HUMAN,P05231,3569;
1067,KIF19_HUMAN,Q2TAC6,124602;
1068,S61A2_HUMAN,Q9H9S3,55176;
1069,AGRIN_HUMAN,O00468,375790;
1070,CRTAM_HUMAN,O95727,56253;
1071,CREM_HUMAN,Q03060,1390;
1072,FIBB_HUMAN,P02675,2244;
1073,AP1M1_HUMAN,Q9BXS5,8907;
1074,CTRB1_HUMAN,P17538,1504;
1075,ZDH19_HUMAN,Q8WVZ1,131540;
1076,MTNB_HUMAN,Q96GX9,51074;
1077,RNF32_HUMAN,Q9H0A6,140545;
1078,CH079_HUMAN,Q9P272,57604;
1079,T184C_HUMAN,Q9NVA4,55751;
1080,CI068_HUMAN,Q8N4H0,55064;
1081,LHPL4_HUMAN,Q7Z7J7,375323;
1082,SACS_HUMAN,Q9NZJ4,26278;
1083,ZN727_HUMAN,A8MUV8,442319;
1084,PI42A_HUMAN,P48426,5305;
1085,P2RY6_HUMAN,Q15077,5031;
1086,LAMB2_HUMAN,P55268,3913;
1087,ST32C_HUMAN,Q86UX6,282974;
1088,CTNL1_HUMAN,Q9UBT7,8727;
1089,CF223_HUMAN,Q8N319,
1090,TRA2A_HUMAN,Q13595,29896;
1091,MTUS1_HUMAN,Q9ULD2,57509;
1092,HNRH3_HUMAN,P31942,3189;
1093,PSF3_HUMAN,Q9BRX5,64785;
1094,RPA12_HUMAN,Q9P1U0,30834;
1095,MMP15_HUMAN,P51511,4324;
1096,CSF3_HUMAN,P09919,1440;
1097,CDK20_HUMAN,Q8IZL9,23552;
1098,PKHD1_HUMAN,P08F94,5314;
1099,ASF1B_HUMAN,Q9NVP2,55723;
1100,CXA4_HUMAN,P35212,2701;
1101,TWSG1_HUMAN,Q9GZX9,57045;
1102,AVIL_HUMAN,O75366,10677;
1103,TOPK_HUMAN,Q96KB5,55872;
1104,SYVM_HUMAN,Q5ST30,57176;
1105,MGRN1_HUMAN,O60291,23295;
1106,SNF8_HUMAN,Q96H20,11267;
1107,BAG1_HUMAN,Q99933,573;
1108,FIBG_HUMAN,P02679,2266;
1109,DJC18_HUMAN,Q9H819,202052;
1110,EPHB1_HUMAN,P54762,2047;
1111,RNT2_HUMAN,O00584,8635;
1112,CRYM_HUMAN,Q14894,1428;
1113,RABEK_HUMAN,Q7Z6M1,10244;
1114,KCNC1_HUMAN,P48547,3746;
1115,HPS1_HUMAN,Q92902,3257;
1116,PNPT1_HUMAN,Q8TCS8,87178;
1117,TREX2_HUMAN,Q9BQ50,11219;
1118,PDGFC_HUMAN,Q9NRA1,56034;
1119,CD033_HUMAN,Q8N1A6,132321;
1120,SHPRH_HUMAN,Q149N8,257218;
1121,APRG1_HUMAN,Q8IVJ8,339883;
1122,LBN_HUMAN,Q86UK5,132884;
1123,NOS2_HUMAN,P35228,4843;
1124,CD5R1_HUMAN,Q15078,8851;
1125,TRI40_HUMAN,Q6P9F5,135644;
1126,HCN3_HUMAN,Q9P1Z3,57657;
1127,PDC10_HUMAN,Q9BUL8,11235;
1128,LFG3_HUMAN,Q969X1,64114;
1129,LETM1_HUMAN,O95202,3954;
1130,CD79A_HUMAN,P11912,973;
1131,HOIL1_HUMAN,Q9BYM8,10616;
1132,T194B_HUMAN,A6NFY4,100131211;
1133,B3GA1_HUMAN,Q9P2W7,27087;
1134,FGF12_HUMAN,P61328,2257;
1135,FA86C_HUMAN,Q9NVL1,55199;
1136,SHB_HUMAN,Q15464,6461;
1137,DDI2_HUMAN,Q5TDH0,84301;
1138,GAS6_HUMAN,Q14393,2621;
1139,RNBP6_HUMAN,O60518,26953;
1140,OMP_HUMAN,P47874,4975;
1141,LIRB4_HUMAN,Q8NHJ6,11006;
1142,CFAD_HUMAN,P00746,1675;
1143,ZN410_HUMAN,Q86VK4,57862;
1144,ZN408_HUMAN,Q9H9D4,79797;
1145,CODA1_HUMAN,Q5TAT6,1305;
1146,IRK11_HUMAN,Q14654,3767;
1147,C1QT6_HUMAN,Q9BXI9,114904;
1148,MCU_HUMAN,Q8NE86,90550;
1149,ZZZ3_HUMAN,Q8IYH5,26009;
1150,APLP2_HUMAN,Q06481,334;
1151,PAOX_HUMAN,Q6QHF9,196743;
1152,TKT_HUMAN,P29401,7086;
1153,PHS2_HUMAN,Q9H0N5,84105;
1154,DJC30_HUMAN,Q96LL9,84277;
1155,KLK3_HUMAN,P07288,354;
1156,TM213_HUMAN,A2RRL7,155006;
1157,PCDBB_HUMAN,Q9Y5F2,56125;
1158,HNRPD_HUMAN,Q14103,3184;
1159,HOP_HUMAN,Q9BPY8,84525;
1160,LIN52_HUMAN,Q52LA3,91750;
1161,TIMP4_HUMAN,Q99727,7079;
1162,AMPH_HUMAN,P49418,273;
1163,K2013_HUMAN,Q8IYS2,90231;
1164,ODPX_HUMAN,O00330,8050;
1165,INAR1_HUMAN,P17181,3454;
1166,PO2F1_HUMAN,P14859,5451;
1167,CG010_HUMAN,Q9HAC7,79783;
1168,CTNA1_HUMAN,P35221,1495;
1169,RL7L_HUMAN,Q6DKI1,285855;
1170,UBP50_HUMAN,Q70EL3,373509;
1171,DMAP1_HUMAN,Q9NPF5,55929;
1172,AL1A2_HUMAN,O94788,8854;
1173,MMS22_HUMAN,Q6ZRQ5,253714;
1174,SSBP3_HUMAN,Q9BWW4,23648;
1175,UCRI_HUMAN,P47985,7386;
1176,AK1A1_HUMAN,P14550,10327;
1177,ATN1_HUMAN,P54259,1822;
1178,TINAL_HUMAN,Q9GZM7,64129;
1179,DNLZ_HUMAN,Q5SXM8,728489;
1180,DAAM2_HUMAN,Q86T65,23500;
1181,FBN1_HUMAN,P35555,2200;
1182,ALKB8_HUMAN,Q96BT7,91801;
1183,RALA_HUMAN,P11233,5898;
1184,PDK4_HUMAN,Q16654,5166;
1185,PNM6A_HUMAN,P0CW24,84968;
1186,IFIT2_HUMAN,P09913,3433;
